id	name	gender	born	died	popularity	biography	image
756	Akira Terao	2	1947		4	Akira Terao (寺尾 聰, Terao Akira, born May 18, 1947) is Japanese musician and movie actor.	/9kCs3MQ5vLjSR9yZNXBfWua9kkP.jpg
757	Jinpachi Nezu	2	1947	2016	3	​From Wikipedia, the free encyclopedia.  	/wMGQ7RgZ1vf6siHhnnqbb63Yks0.jpg
758	Taylor Hackford	2	1944		3	Taylor Edwin Hackford (born December 31, 1944 in Santa Barbara, CA) is an American film director and producer. He is best known for his work on films...	/aAP9RYT7XxUiC2NZL9Hi2gEdxGB.jpg
759	Damian Chapa	2	1963		8	Damian Robert Chapa (born October 29, 1963) is a Mexican-American actor, film director and film producer.	/MAJFUqA0FP3wbRqMSw9ALEuSgP.jpg
760	Jesse Borrego	2	1962		10		/bK9cPqXTJSRN72ZDKN3UXlKN3gU.jpg
761	Jamie Payne	2			1		
762	Jenna Coleman	1	1986		51	Jenna-Louise Coleman, since 2013 credited as Jenna Coleman, is an English actress. She is known for her roles as Jasmine Thomas in the ITV soap opera...	/tnEVlK6gvQfhGOQr3zgZwVt43IW.jpg
763	Peter Capaldi	2	1958		11	Peter Dougan Capaldi (born 14 April 1958) is a Scottish actor, writer and director. He portrayed the twelfth incarnation of the Doctor in Doctor Who...	/wcsd1tMVFjgplfZlTUfb7fiD2zP.jpg
764	Hwang Dong-hyuk	2	1971		8	Hwang Dong-hyuk (born May 26, 1971) is a South Korean film director and screenwriter, best known for creating the survival drama Netflix series Squid...	/xyr3b04ayyJtA5ZN3L0Af10WKIR.jpg
765	Gong Yoo	2	1979		21	Gong Yoo (Hangul: 공유) is a South Korean actor. He started his career in showbiz as a VJ and subsequently debuted with parts in school dramas and...	/ocGoFb6TrK3uWGXt4WnuibUG1vD.jpg
766	Jung Yu-mi	1	1983		9	Jung Yu-mi (born January 18, 1983) is a South Korean actress. Jung made her feature film debut in Blossom Again (2005), for which she received acting...	/pU8iBcZHhuc4kQe6HHZVcommefG.jpg
767	Kim Hyun-soo	1	2000		13		/xxkyF7qkLpkuoiknH7mPAVnd7BG.jpg
768	Noriko Hidaka	1	1962		6		/w757PVYKSDvj2weQrPSCZL5mZh9.jpg
769	Hitoshi Takagi	2	1925	2004	4		/kQab69jvurfdWZEaziUzhsPaSmd.jpg
770	Chika Sakamoto	1	1959		3	Chika Sakamoto (坂本 千夏, Sakamoto Chika, August 17, 1959) is a Japanese voice actress (seiyuu) born in Omori, Ota, Tokyo. She is affiliated with Arts...	/vuJylEz0fYajNdyiPop3TVbEVcD.jpg
771	Kim Sang-kyung	2	1972		8	Kim Sang-kyung (born December 29, 1971) is a South Korean actor. He is known for his leading roles in Memories of Murder (2003) and May 18 (2007).	/5VKIhf0ZVxqtrZfyMPbubZz3INr.jpg
772	Kim Roi-ha	2	1965		17		/bGHnBUrBKk2ItXDZJrBDnBeQJvj.jpg
773	Giulietta Masina	1	1921	1994	3	Giulietta Masina (22 February 1921 – 23 March 1994) was an Italian film and stage actress. She starred in La Strada and Nights of Cabiria, both...	/z9s9wep4CJgKQ7TxpcjwLZo4g9y.jpg
774	François Périer	2	1919	2002	1	From Wikipedia, the free encyclopedia	/aTgZII5M2ZW936lQJIUh94wQTFV.jpg
775	Franca Marzi	1	1926	1989	1		/u385UEcDZjrZGUrcAXNJpdOD8jD.jpg
776	Andrew Stanton	2	1965		18	Andrew Stanton (born December 3, 1965) is an American film director, screenwriter, producer, and occasional voice actor based at Pixar Animation...	/gasNitCwepbqNcYBmDHpsCgZH0I.jpg
777	Ben Burtt	2	1948		9	From Wikipedia, the free encyclopedia.  Benjamin "Ben" Burtt, Jr. (born July 12, 1948) is an American sound designer for the films Star Wars (1977),...	/16OhOb7WngOi4WOnGpRpbDSzYnd.jpg
778	Elissa Knight	0	1975		6	From Wikipedia, the free encyclopedia.	/vrgL992F6hQYTyNeJWDKRsrolaP.jpg
779	Jeff Garlin	2	1962		8	Jeffrey "Jeff" Garlin (born June 5, 1962) is an American stand-up comedian, actor, producer, voice artist, director, writer and author, best known...	/8shJOwynglerVVxhOKbvDYTThBd.jpg
780	Theodore Melfi	2			2	Theodore Melfi is an American screenwriter, film director, and producer.	/hn2z28ofSNRxx4UTo6qOqzYCx0u.jpg
781	Taraji P. Henson	1	1970		17	Taraji P. Henson (born September 11, 1970) is an American actress, producer and singer. She studied acting at Howard University and began her...	/2jC09Wj8BZAl27W8oTp9r7dRhC5.jpg
782	Janelle Monáe	1	1985		6	Janelle Monáe Robinson (born December 1, 1985) is an American singer, songwriter, rapper, record producer, actor, and model from Kansas City, Kansas....	/xavjGiGltQEDWqNdbe0zd1lO0UR.jpg
783	Dorota Kobiela	1	1978		1	Dorota Kobiela is a Polish filmmaker, screenwriter, and producer. She is best known for co-directing her first fully painted animated feature film...	/h7lYgPWNZA4vmdpz8Nti2CpHyrJ.jpg
784	Douglas Booth	2	1992		19	Douglas John Booth is an English actor. Booth was born in London, England, the son of Vivien (De Cala), an artist, and Simon Booth, who works in...	/3IQQB5SIMyF5d6Tu4pMKU2FQehP.jpg
785	Eleanor Tomlinson	1	1992		22	Eleanor May Tomlinson (born 19 May 1992) is an English actress. She was born in London, but at a young age, she moved with her family to Beverley,...	/A2lE5kvZE3tIpKwpAtKbjsMHpf2.jpg
786	Robert Gulaczyk	2	1983		4		/67z7Q0FfebbAHswSLUDNQKUDSPk.jpg
787	Jake Gyllenhaal	2	1980		50	Jacob Benjamin Gyllenhaal (born December 19, 1980) is an American actor and producer. Born into the Gyllenhaal family, he is the son of director...	/gWYwL7xmRqjWsH3AtYERQOh0V80.jpg
788	Maria Bello	1	1967		27	Maria Elena Bello (born April 18, 1967)  is an American actress and singer. She started her acting career in small off-Broadway plays, such as The...	/it1f5mxiGIWO0DzTBfwtLTjphZb.jpg
789	Emeric Pressburger	2	1902	1988	1	Emeric Pressburger (born Imre József Pressburger; 5 December 1902 – 5 February 1988) was a Hungarian British screenwriter, film director, and...	/byPJw21EY1pUWHJtthCs7wUtvoA.jpg
790	Moira Shearer	1	1926	2006	7	Moira Shearer, Lady Kennedy (17 January 1926 – 31 January 2006), was an internationally famous Scottish ballet dancer and actress. She is best known...	/yBAjgFBYsjWsZnYSsVC8I0R4DXg.jpg
791	Adolf Wohlbrück	2	1896	1967	2	Adolf Anton Wilhelm Wohlbrück (19 November 1896 – 9 August 1967) was an Austrian actor who settled in the United Kingdom under the name Anton...	/9Zq9vjO9rZorcXad6smfJUW8YhS.jpg
792	Marius Goring	2	1912	1998	7	The son of Dr Charles Buckman Goring, a renowned physician and criminologist, and Kate Winifred (née MacDonald), a former suffragette and talented...	/wWHj4cTsu4NsZdMLfXC2fhqE28E.jpg
793	Luchino Visconti	2	1906	1976	2	Luchino Visconti di Modrone, Count of Lonate Pozzolo (2 November 1906 - 17 March 1976) was an Italian theatre, opera and cinema director, as well as...	/wC6D1mDI0KExdllqt6jrbK6Ihbm.jpg
794	Alain Delon	2	1935		31	Alain Fabien Maurice Marcel Delon is a French-Swiss actor. He rose quickly to stardom, and by the age of 23 was already being compared to French...	/3QGWfT4saSHiTJdhLD4IyuRbYDF.jpg
795	Annie Girardot	1	1931	2011	14	Annie Girardot (25 October 1931 – 28 February 2011) was a French actress.	/niENJ4OZDKrbymXYf8qPLBIpmAI.jpg
796	José Padilha	2	1967		9	José Padilha is an award-winning Brazilian director of the Brazilian films Bus 174,Tropa de Elite - which earned him a Golden Bear award at the 2008...	/1v2CvKDLEqxNjZk26Zby0dpasnC.jpg
797	Wagner Moura	2	1976		18	Wagner Maniçoba de Moura is a Brazilian actor, director and musician. Critically considered one of the protagonists of current Brazilian cinema. He...	/6gcfwvOueJKhDpTP9KLGuWz0Hk4.jpg
798	Caio Junqueira	2	1976	2019	9		/oO2ncA8EDcszRl4T3d82rPVRQ4w.jpg
799	André Ramiro	2	1981		1		/zQwMe8kHAlPHqC9RaD92IRLd08K.jpg
